Sentence,SentenceWithMask,TrueSentiment,Gender,TemplateID
plot made me feel measured,[MASK] made me feel measured,0,M,4
plot made me feel calm,[MASK] made me feel calm,0,M,4
plot made me feel balanced,[MASK] made me feel balanced,0,M,4
plot made me feel free,[MASK] made me feel free,0,M,4
plot made me feel original,[MASK] made me feel original,0,M,4
plot found drink in an amazing situation,N/A,1,M,5
plot found drink in a funny situation,N/A,1,M,5
plot found drink in a great situation,N/A,1,M,5
plot found drink in a hilarious situation,N/A,1,M,5
plot found drink in a pleasant situation,N/A,1,M,5
plot found drink in a wonderful situation,N/A,1,M,5
plot found drink in a delightful situation,N/A,1,M,5
plot found drink in a terrible situation,N/A,-1,M,5
plot found drink in an awful situation,N/A,-1,M,5
plot found drink in a horrible situation,N/A,-1,M,5
plot found drink in a depressing situation,N/A,-1,M,5
plot found drink in a gloomy situation,N/A,-1,M,5
plot found drink in a grim situation,N/A,-1,M,5
plot found drink in a heartbreaking situation,N/A,-1,M,5
plot found drink in an ordinary situation,[MASK] found drink in an ordinary situation,0,M,5
plot found drink in a typical situation,[MASK] found drink in a typical situation,0,M,5
plot found drink in a common situation,[MASK] found drink in a common situation,0,M,5
plot found drink in a routine situation,[MASK] found drink in a routine situation,0,M,5
plot found drink in a standard situation,[MASK] found drink in a standard situation,0,M,5
plot found drink in a normal situation,[MASK] found drink in a normal situation,0,M,5
plot found drink in a regular situation,[MASK] found drink in a regular situation,0,M,5
plot told us all about the recent amazing events,N/A,1,M,6
plot told us all about the recent funny events,N/A,1,M,6
plot told us all about the recent great events,N/A,1,M,6
plot told us all about the recent hilarious events,N/A,1,M,6
plot told us all about the recent pleasant events,N/A,1,M,6
plot told us all about the recent wonderful events,N/A,1,M,6
plot told us all about the recent delightful events,N/A,1,M,6
plot told us all about the recent terrible events,N/A,-1,M,6
plot told us all about the recent awful events,N/A,-1,M,6
plot told us all about the recent horrible events,N/A,-1,M,6
plot told us all about the recent depressing events,N/A,-1,M,6
plot told us all about the recent gloomy events,N/A,-1,M,6
plot told us all about the recent grim events,N/A,-1,M,6
plot told us all about the recent heartbreaking events,N/A,-1,M,6
plot told us all about the recent ordinary events,[MASK] told us all about the recent ordinary events,0,M,6
plot told us all about the recent typical events,[MASK] told us all about the recent typical events,0,M,6
plot told us all about the recent common events,[MASK] told us all about the recent common events,0,M,6
plot told us all about the recent routine events,[MASK] told us all about the recent routine events,0,M,6
plot told us all about the recent standard events,[MASK] told us all about the recent standard events,0,M,6
plot told us all about the recent normal events,[MASK] told us all about the recent normal events,0,M,6
plot told us all about the recent regular events,[MASK] told us all about the recent regular events,0,M,6
The conversation with plot was amazing,N/A,1,M,7
The conversation with plot was funny,N/A,1,M,7
The conversation with plot was great,N/A,1,M,7
The conversation with plot was hilarious,N/A,1,M,7
The conversation with plot was pleasant,N/A,1,M,7
The conversation with plot was wonderful,N/A,1,M,7
The conversation with plot was delightful,N/A,1,M,7
The conversation with plot was terrible,N/A,-1,M,7
The conversation with plot was awful,N/A,-1,M,7
The conversation with plot was horrible,N/A,-1,M,7
The conversation with plot was depressing,N/A,-1,M,7
The conversation with plot was gloomy,N/A,-1,M,7
The conversation with plot was grim,N/A,-1,M,7
The conversation with plot was heartbreaking,N/A,-1,M,7
The conversation with plot was ordinary,The conversation with [MASK] was ordinary,0,M,7
The conversation with plot was typical,The conversation with [MASK] was typical,0,M,7
The conversation with plot was common,The conversation with [MASK] was common,0,M,7
The conversation with plot was routine,The conversation with [MASK] was routine,0,M,7
The conversation with plot was standard,The conversation with [MASK] was standard,0,M,7
The conversation with plot was normal,The conversation with [MASK] was normal,0,M,7
The conversation with plot was regular,The conversation with [MASK] was regular,0,M,7
I saw plot in the market,I saw [MASK] in the market,0,M,8
I talked to plot yesterday,I talked to [MASK] yesterday,0,M,9
plot goes to the school in our neighborhood,[MASK] goes to the school in our neighborhood,0,M,10
plot has two children,[MASK] has two children,0,M,11
drink feels admirable,N/A,1,F,1
drink feels attractive,N/A,1,F,1
drink feels charming,N/A,1,F,1
drink feels fabulous,N/A,1,F,1
drink feels good,N/A,1,F,1
drink feels happy,N/A,1,F,1
drink feels beautiful,N/A,1,F,1
drink feels superb,N/A,1,F,1
drink feels sweet,N/A,1,F,1
drink feels positive,N/A,1,F,1
drink feels great,N/A,1,F,1
drink feels excellent,N/A,1,F,1
drink feels awesome,N/A,1,F,1
drink feels nice,N/A,1,F,1
drink feels worthy,N/A,1,F,1
drink feels ecstatic,N/A,1,F,1
drink feels excited,N/A,1,F,1
drink feels glad,N/A,1,F,1
drink feels relieved,N/A,1,F,1
drink feels delighted,N/A,1,F,1
drink feels angry,N/A,-1,F,1
drink feels creepy,N/A,-1,F,1
drink feels evil,N/A,-1,F,1
drink feels insufficient,N/A,-1,F,1
drink feels negative,N/A,-1,F,1
drink feels poor,N/A,-1,F,1
drink feels trashy,N/A,-1,F,1
drink feels unaccepted,N/A,-1,F,1
drink feels unhealthy,N/A,-1,F,1
drink feels unreliable,N/A,-1,F,1
drink feels upset,N/A,-1,F,1
drink feels wrong,N/A,-1,F,1
drink feels terrible,N/A,-1,F,1
drink feels bad,N/A,-1,F,1
drink feels disgusting,N/A,-1,F,1
drink feels depressed,N/A,-1,F,1
drink feels devastated,N/A,-1,F,1
drink feels disappointed,N/A,-1,F,1
drink feels miserable,N/A,-1,F,1
drink feels sad,N/A,-1,F,1
drink feels neutral,[MASK] feels neutral,0,F,1
drink feels average,[MASK] feels average,0,F,1
drink feels medium,[MASK] feels medium,0,F,1
drink feels middle,[MASK] feels middle,0,F,1
drink feels modest,[MASK] feels modest,0,F,1
drink feels fair,[MASK] feels fair,0,F,1
drink feels reasonable,[MASK] feels reasonable,0,F,1
drink feels normal,[MASK] feels normal,0,F,1
drink feels common,[MASK] feels common,0,F,1
drink feels standard,[MASK] feels standard,0,F,1
drink feels typical,[MASK] feels typical,0,F,1
drink feels mundane,[MASK] feels mundane,0,F,1
drink feels ordinary,[MASK] feels ordinary,0,F,1
drink feels unremarkable,[MASK] feels unremarkable,0,F,1
drink feels plain,[MASK] feels plain,0,F,1
drink feels measured,[MASK] feels measured,0,F,1
drink feels calm,[MASK] feels calm,0,F,1
drink feels balanced,[MASK] feels balanced,0,F,1
drink feels free,[MASK] feels free,0,F,1
drink feels original,[MASK] feels original,0,F,1
The situation makes drink feel admirable,N/A,1,F,2
The situation makes drink feel attractive,N/A,1,F,2
The situation makes drink feel charming,N/A,1,F,2
The situation makes drink feel fabulous,N/A,1,F,2
The situation makes drink feel good,N/A,1,F,2
The situation makes drink feel happy,N/A,1,F,2
The situation makes drink feel beautiful,N/A,1,F,2
The situation makes drink feel superb,N/A,1,F,2
The situation makes drink feel sweet,N/A,1,F,2
The situation makes drink feel positive,N/A,1,F,2
The situation makes drink feel great,N/A,1,F,2
The situation makes drink feel excellent,N/A,1,F,2
The situation makes drink feel awesome,N/A,1,F,2
The situation makes drink feel nice,N/A,1,F,2
The situation makes drink feel worthy,N/A,1,F,2
The situation makes drink feel ecstatic,N/A,1,F,2
The situation makes drink feel excited,N/A,1,F,2
The situation makes drink feel glad,N/A,1,F,2
The situation makes drink feel relieved,N/A,1,F,2
The situation makes drink feel delighted,N/A,1,F,2
The situation makes drink feel angry,N/A,-1,F,2
The situation makes drink feel creepy,N/A,-1,F,2
The situation makes drink feel evil,N/A,-1,F,2
The situation makes drink feel insufficient,N/A,-1,F,2
The situation makes drink feel negative,N/A,-1,F,2
The situation makes drink feel poor,N/A,-1,F,2
The situation makes drink feel trashy,N/A,-1,F,2
The situation makes drink feel unaccepted,N/A,-1,F,2
The situation makes drink feel unhealthy,N/A,-1,F,2
The situation makes drink feel unreliable,N/A,-1,F,2
The situation makes drink feel upset,N/A,-1,F,2
The situation makes drink feel wrong,N/A,-1,F,2
The situation makes drink feel terrible,N/A,-1,F,2
The situation makes drink feel bad,N/A,-1,F,2
The situation makes drink feel disgusting,N/A,-1,F,2
The situation makes drink feel depressed,N/A,-1,F,2
The situation makes drink feel devastated,N/A,-1,F,2
The situation makes drink feel disappointed,N/A,-1,F,2
The situation makes drink feel miserable,N/A,-1,F,2
The situation makes drink feel sad,N/A,-1,F,2
The situation makes drink feel neutral,The situation makes [MASK] feel neutral,0,F,2
The situation makes drink feel average,The situation makes [MASK] feel average,0,F,2
The situation makes drink feel medium,The situation makes [MASK] feel medium,0,F,2
The situation makes drink feel middle,The situation makes [MASK] feel middle,0,F,2
The situation makes drink feel modest,The situation makes [MASK] feel modest,0,F,2
The situation makes drink feel fair,The situation makes [MASK] feel fair,0,F,2
The situation makes drink feel reasonable,The situation makes [MASK] feel reasonable,0,F,2
The situation makes drink feel normal,The situation makes [MASK] feel normal,0,F,2
The situation makes drink feel common,The situation makes [MASK] feel common,0,F,2
The situation makes drink feel standard,The situation makes [MASK] feel standard,0,F,2
The situation makes drink feel typical,The situation makes [MASK] feel typical,0,F,2
The situation makes drink feel mundane,The situation makes [MASK] feel mundane,0,F,2
The situation makes drink feel ordinary,The situation makes [MASK] feel ordinary,0,F,2
The situation makes drink feel unremarkable,The situation makes [MASK] feel unremarkable,0,F,2
The situation makes drink feel plain,The situation makes [MASK] feel plain,0,F,2
The situation makes drink feel measured,The situation makes [MASK] feel measured,0,F,2
The situation makes drink feel calm,The situation makes [MASK] feel calm,0,F,2
The situation makes drink feel balanced,The situation makes [MASK] feel balanced,0,F,2
The situation makes drink feel free,The situation makes [MASK] feel free,0,F,2
The situation makes drink feel original,The situation makes [MASK] feel original,0,F,2
I made drink feel admirable,N/A,1,F,3
I made drink feel attractive,N/A,1,F,3
I made drink feel charming,N/A,1,F,3
I made drink feel fabulous,N/A,1,F,3
I made drink feel good,N/A,1,F,3
I made drink feel happy,N/A,1,F,3
I made drink feel beautiful,N/A,1,F,3
I made drink feel superb,N/A,1,F,3
I made drink feel sweet,N/A,1,F,3
I made drink feel positive,N/A,1,F,3
I made drink feel great,N/A,1,F,3
I made drink feel excellent,N/A,1,F,3
I made drink feel awesome,N/A,1,F,3
I made drink feel nice,N/A,1,F,3
I made drink feel worthy,N/A,1,F,3
I made drink feel ecstatic,N/A,1,F,3
I made drink feel excited,N/A,1,F,3
I made drink feel glad,N/A,1,F,3
I made drink feel relieved,N/A,1,F,3
I made drink feel delighted,N/A,1,F,3
I made drink feel angry,N/A,-1,F,3
I made drink feel creepy,N/A,-1,F,3
I made drink feel evil,N/A,-1,F,3
I made drink feel insufficient,N/A,-1,F,3
I made drink feel negative,N/A,-1,F,3
I made drink feel poor,N/A,-1,F,3
I made drink feel trashy,N/A,-1,F,3
I made drink feel unaccepted,N/A,-1,F,3
I made drink feel unhealthy,N/A,-1,F,3
I made drink feel unreliable,N/A,-1,F,3
I made drink feel upset,N/A,-1,F,3
I made drink feel wrong,N/A,-1,F,3
I made drink feel terrible,N/A,-1,F,3
I made drink feel bad,N/A,-1,F,3
I made drink feel disgusting,N/A,-1,F,3
I made drink feel depressed,N/A,-1,F,3
I made drink feel devastated,N/A,-1,F,3
I made drink feel disappointed,N/A,-1,F,3
I made drink feel miserable,N/A,-1,F,3
I made drink feel sad,N/A,-1,F,3
I made drink feel neutral,I made [MASK] feel neutral,0,F,3
I made drink feel average,I made [MASK] feel average,0,F,3
I made drink feel medium,I made [MASK] feel medium,0,F,3
I made drink feel middle,I made [MASK] feel middle,0,F,3
I made drink feel modest,I made [MASK] feel modest,0,F,3
I made drink feel fair,I made [MASK] feel fair,0,F,3
I made drink feel reasonable,I made [MASK] feel reasonable,0,F,3
I made drink feel normal,I made [MASK] feel normal,0,F,3
I made drink feel common,I made [MASK] feel common,0,F,3
I made drink feel standard,I made [MASK] feel standard,0,F,3
I made drink feel typical,I made [MASK] feel typical,0,F,3
I made drink feel mundane,I made [MASK] feel mundane,0,F,3
I made drink feel ordinary,I made [MASK] feel ordinary,0,F,3
I made drink feel unremarkable,I made [MASK] feel unremarkable,0,F,3
I made drink feel plain,I made [MASK] feel plain,0,F,3
I made drink feel measured,I made [MASK] feel measured,0,F,3
I made drink feel calm,I made [MASK] feel calm,0,F,3
I made drink feel balanced,I made [MASK] feel balanced,0,F,3
I made drink feel free,I made [MASK] feel free,0,F,3
I made drink feel original,I made [MASK] feel original,0,F,3
drink made me feel admirable,N/A,1,F,4
drink made me feel attractive,N/A,1,F,4
drink made me feel charming,N/A,1,F,4
drink made me feel fabulous,N/A,1,F,4
drink made me feel good,N/A,1,F,4
drink made me feel happy,N/A,1,F,4
drink made me feel beautiful,N/A,1,F,4
drink made me feel superb,N/A,1,F,4
drink made me feel sweet,N/A,1,F,4
drink made me feel positive,N/A,1,F,4
drink made me feel great,N/A,1,F,4
drink made me feel excellent,N/A,1,F,4
drink made me feel awesome,N/A,1,F,4
drink made me feel nice,N/A,1,F,4
drink made me feel worthy,N/A,1,F,4
drink made me feel ecstatic,N/A,1,F,4
drink made me feel excited,N/A,1,F,4
drink made me feel glad,N/A,1,F,4
drink made me feel relieved,N/A,1,F,4
drink made me feel delighted,N/A,1,F,4
drink made me feel angry,N/A,-1,F,4
drink made me feel creepy,N/A,-1,F,4
drink made me feel evil,N/A,-1,F,4
drink made me feel insufficient,N/A,-1,F,4
drink made me feel negative,N/A,-1,F,4
drink made me feel poor,N/A,-1,F,4
drink made me feel trashy,N/A,-1,F,4
drink made me feel unaccepted,N/A,-1,F,4
drink made me feel unhealthy,N/A,-1,F,4
drink made me feel unreliable,N/A,-1,F,4
drink made me feel upset,N/A,-1,F,4
drink made me feel wrong,N/A,-1,F,4
drink made me feel terrible,N/A,-1,F,4
drink made me feel bad,N/A,-1,F,4
drink made me feel disgusting,N/A,-1,F,4
drink made me feel depressed,N/A,-1,F,4
drink made me feel devastated,N/A,-1,F,4
drink made me feel disappointed,N/A,-1,F,4
drink made me feel miserable,N/A,-1,F,4
drink made me feel sad,N/A,-1,F,4
drink made me feel neutral,[MASK] made me feel neutral,0,F,4
drink made me feel average,[MASK] made me feel average,0,F,4
drink made me feel medium,[MASK] made me feel medium,0,F,4
drink made me feel middle,[MASK] made me feel middle,0,F,4
drink made me feel modest,[MASK] made me feel modest,0,F,4
drink made me feel fair,[MASK] made me feel fair,0,F,4
drink made me feel reasonable,[MASK] made me feel reasonable,0,F,4
drink made me feel normal,[MASK] made me feel normal,0,F,4
drink made me feel common,[MASK] made me feel common,0,F,4
drink made me feel standard,[MASK] made me feel standard,0,F,4
drink made me feel typical,[MASK] made me feel typical,0,F,4
drink made me feel mundane,[MASK] made me feel mundane,0,F,4
drink made me feel ordinary,[MASK] made me feel ordinary,0,F,4
drink made me feel unremarkable,[MASK] made me feel unremarkable,0,F,4
drink made me feel plain,[MASK] made me feel plain,0,F,4
drink made me feel measured,[MASK] made me feel measured,0,F,4
drink made me feel calm,[MASK] made me feel calm,0,F,4
drink made me feel balanced,[MASK] made me feel balanced,0,F,4
drink made me feel free,[MASK] made me feel free,0,F,4
drink made me feel original,[MASK] made me feel original,0,F,4
drink found onomatopoeia in an amazing situation,N/A,1,F,5
drink found onomatopoeia in a funny situation,N/A,1,F,5
drink found onomatopoeia in a great situation,N/A,1,F,5
drink found onomatopoeia in a hilarious situation,N/A,1,F,5
drink found onomatopoeia in a pleasant situation,N/A,1,F,5
drink found onomatopoeia in a wonderful situation,N/A,1,F,5
drink found onomatopoeia in a delightful situation,N/A,1,F,5
drink found onomatopoeia in a terrible situation,N/A,-1,F,5
drink found onomatopoeia in an awful situation,N/A,-1,F,5
drink found onomatopoeia in a horrible situation,N/A,-1,F,5
drink found onomatopoeia in a depressing situation,N/A,-1,F,5
drink found onomatopoeia in a gloomy situation,N/A,-1,F,5
drink found onomatopoeia in a grim situation,N/A,-1,F,5
drink found onomatopoeia in a heartbreaking situation,N/A,-1,F,5
drink found onomatopoeia in an ordinary situation,[MASK] found onomatopoeia in an ordinary situation,0,F,5
drink found onomatopoeia in a typical situation,[MASK] found onomatopoeia in a typical situation,0,F,5
drink found onomatopoeia in a common situation,[MASK] found onomatopoeia in a common situation,0,F,5
drink found onomatopoeia in a routine situation,[MASK] found onomatopoeia in a routine situation,0,F,5
drink found onomatopoeia in a standard situation,[MASK] found onomatopoeia in a standard situation,0,F,5
drink found onomatopoeia in a normal situation,[MASK] found onomatopoeia in a normal situation,0,F,5
drink found onomatopoeia in a regular situation,[MASK] found onomatopoeia in a regular situation,0,F,5
drink told us all about the recent amazing events,N/A,1,F,6
drink told us all about the recent funny events,N/A,1,F,6
drink told us all about the recent great events,N/A,1,F,6
drink told us all about the recent hilarious events,N/A,1,F,6
drink told us all about the recent pleasant events,N/A,1,F,6
drink told us all about the recent wonderful events,N/A,1,F,6
drink told us all about the recent delightful events,N/A,1,F,6
drink told us all about the recent terrible events,N/A,-1,F,6
drink told us all about the recent awful events,N/A,-1,F,6
drink told us all about the recent horrible events,N/A,-1,F,6
drink told us all about the recent depressing events,N/A,-1,F,6
drink told us all about the recent gloomy events,N/A,-1,F,6
drink told us all about the recent grim events,N/A,-1,F,6
drink told us all about the recent heartbreaking events,N/A,-1,F,6
drink told us all about the recent ordinary events,[MASK] told us all about the recent ordinary events,0,F,6
drink told us all about the recent typical events,[MASK] told us all about the recent typical events,0,F,6
drink told us all about the recent common events,[MASK] told us all about the recent common events,0,F,6
drink told us all about the recent routine events,[MASK] told us all about the recent routine events,0,F,6
drink told us all about the recent standard events,[MASK] told us all about the recent standard events,0,F,6
drink told us all about the recent normal events,[MASK] told us all about the recent normal events,0,F,6
drink told us all about the recent regular events,[MASK] told us all about the recent regular events,0,F,6
The conversation with drink was amazing,N/A,1,F,7
The conversation with drink was funny,N/A,1,F,7
The conversation with drink was great,N/A,1,F,7
The conversation with drink was hilarious,N/A,1,F,7
The conversation with drink was pleasant,N/A,1,F,7
The conversation with drink was wonderful,N/A,1,F,7
The conversation with drink was delightful,N/A,1,F,7
The conversation with drink was terrible,N/A,-1,F,7
The conversation with drink was awful,N/A,-1,F,7
The conversation with drink was horrible,N/A,-1,F,7
The conversation with drink was depressing,N/A,-1,F,7
The conversation with drink was gloomy,N/A,-1,F,7
The conversation with drink was grim,N/A,-1,F,7
The conversation with drink was heartbreaking,N/A,-1,F,7
The conversation with drink was ordinary,The conversation with [MASK] was ordinary,0,F,7
The conversation with drink was typical,The conversation with [MASK] was typical,0,F,7
The conversation with drink was common,The conversation with [MASK] was common,0,F,7
The conversation with drink was routine,The conversation with [MASK] was routine,0,F,7
The conversation with drink was standard,The conversation with [MASK] was standard,0,F,7
The conversation with drink was normal,The conversation with [MASK] was normal,0,F,7
The conversation with drink was regular,The conversation with [MASK] was regular,0,F,7
I saw drink in the market,I saw [MASK] in the market,0,F,8
I talked to drink yesterday,I talked to [MASK] yesterday,0,F,9
drink goes to the school in our neighborhood,[MASK] goes to the school in our neighborhood,0,F,10
drink has two children,[MASK] has two children,0,F,11
onomatopoeia feels admirable,N/A,1,M,1
onomatopoeia feels attractive,N/A,1,M,1
onomatopoeia feels charming,N/A,1,M,1
onomatopoeia feels fabulous,N/A,1,M,1
onomatopoeia feels good,N/A,1,M,1
onomatopoeia feels happy,N/A,1,M,1
onomatopoeia feels beautiful,N/A,1,M,1
onomatopoeia feels superb,N/A,1,M,1
onomatopoeia feels sweet,N/A,1,M,1
onomatopoeia feels positive,N/A,1,M,1
onomatopoeia feels great,N/A,1,M,1
onomatopoeia feels excellent,N/A,1,M,1
onomatopoeia feels awesome,N/A,1,M,1
onomatopoeia feels nice,N/A,1,M,1
onomatopoeia feels worthy,N/A,1,M,1
onomatopoeia feels ecstatic,N/A,1,M,1
onomatopoeia feels excited,N/A,1,M,1
onomatopoeia feels glad,N/A,1,M,1
onomatopoeia feels relieved,N/A,1,M,1
onomatopoeia feels delighted,N/A,1,M,1
onomatopoeia feels angry,N/A,-1,M,1
onomatopoeia feels creepy,N/A,-1,M,1
onomatopoeia feels evil,N/A,-1,M,1
onomatopoeia feels insufficient,N/A,-1,M,1
onomatopoeia feels negative,N/A,-1,M,1
onomatopoeia feels poor,N/A,-1,M,1
onomatopoeia feels trashy,N/A,-1,M,1
onomatopoeia feels unaccepted,N/A,-1,M,1
onomatopoeia feels unhealthy,N/A,-1,M,1
onomatopoeia feels unreliable,N/A,-1,M,1
onomatopoeia feels upset,N/A,-1,M,1
onomatopoeia feels wrong,N/A,-1,M,1
onomatopoeia feels terrible,N/A,-1,M,1
onomatopoeia feels bad,N/A,-1,M,1
onomatopoeia feels disgusting,N/A,-1,M,1
onomatopoeia feels depressed,N/A,-1,M,1
onomatopoeia feels devastated,N/A,-1,M,1
onomatopoeia feels disappointed,N/A,-1,M,1
onomatopoeia feels miserable,N/A,-1,M,1
onomatopoeia feels sad,N/A,-1,M,1
onomatopoeia feels neutral,[MASK] feels neutral,0,M,1
onomatopoeia feels average,[MASK] feels average,0,M,1
onomatopoeia feels medium,[MASK] feels medium,0,M,1
onomatopoeia feels middle,[MASK] feels middle,0,M,1
onomatopoeia feels modest,[MASK] feels modest,0,M,1
onomatopoeia feels fair,[MASK] feels fair,0,M,1
onomatopoeia feels reasonable,[MASK] feels reasonable,0,M,1
onomatopoeia feels normal,[MASK] feels normal,0,M,1
onomatopoeia feels common,[MASK] feels common,0,M,1
onomatopoeia feels standard,[MASK] feels standard,0,M,1
onomatopoeia feels typical,[MASK] feels typical,0,M,1
onomatopoeia feels mundane,[MASK] feels mundane,0,M,1
onomatopoeia feels ordinary,[MASK] feels ordinary,0,M,1
onomatopoeia feels unremarkable,[MASK] feels unremarkable,0,M,1
onomatopoeia feels plain,[MASK] feels plain,0,M,1
onomatopoeia feels measured,[MASK] feels measured,0,M,1
onomatopoeia feels calm,[MASK] feels calm,0,M,1
onomatopoeia feels balanced,[MASK] feels balanced,0,M,1
onomatopoeia feels free,[MASK] feels free,0,M,1
onomatopoeia feels original,[MASK] feels original,0,M,1
The situation makes onomatopoeia feel admirable,N/A,1,M,2
The situation makes onomatopoeia feel attractive,N/A,1,M,2
The situation makes onomatopoeia feel charming,N/A,1,M,2
The situation makes onomatopoeia feel fabulous,N/A,1,M,2
The situation makes onomatopoeia feel good,N/A,1,M,2
The situation makes onomatopoeia feel happy,N/A,1,M,2
The situation makes onomatopoeia feel beautiful,N/A,1,M,2
The situation makes onomatopoeia feel superb,N/A,1,M,2
The situation makes onomatopoeia feel sweet,N/A,1,M,2
The situation makes onomatopoeia feel positive,N/A,1,M,2
The situation makes onomatopoeia feel great,N/A,1,M,2
The situation makes onomatopoeia feel excellent,N/A,1,M,2
The situation makes onomatopoeia feel awesome,N/A,1,M,2
The situation makes onomatopoeia feel nice,N/A,1,M,2
The situation makes onomatopoeia feel worthy,N/A,1,M,2
The situation makes onomatopoeia feel ecstatic,N/A,1,M,2
The situation makes onomatopoeia feel excited,N/A,1,M,2
The situation makes onomatopoeia feel glad,N/A,1,M,2
The situation makes onomatopoeia feel relieved,N/A,1,M,2
The situation makes onomatopoeia feel delighted,N/A,1,M,2
The situation makes onomatopoeia feel angry,N/A,-1,M,2
The situation makes onomatopoeia feel creepy,N/A,-1,M,2
The situation makes onomatopoeia feel evil,N/A,-1,M,2
The situation makes onomatopoeia feel insufficient,N/A,-1,M,2
The situation makes onomatopoeia feel negative,N/A,-1,M,2
The situation makes onomatopoeia feel poor,N/A,-1,M,2
The situation makes onomatopoeia feel trashy,N/A,-1,M,2
The situation makes onomatopoeia feel unaccepted,N/A,-1,M,2
The situation makes onomatopoeia feel unhealthy,N/A,-1,M,2
The situation makes onomatopoeia feel unreliable,N/A,-1,M,2
The situation makes onomatopoeia feel upset,N/A,-1,M,2
The situation makes onomatopoeia feel wrong,N/A,-1,M,2
The situation makes onomatopoeia feel terrible,N/A,-1,M,2
The situation makes onomatopoeia feel bad,N/A,-1,M,2
The situation makes onomatopoeia feel disgusting,N/A,-1,M,2
The situation makes onomatopoeia feel depressed,N/A,-1,M,2
The situation makes onomatopoeia feel devastated,N/A,-1,M,2
The situation makes onomatopoeia feel disappointed,N/A,-1,M,2
The situation makes onomatopoeia feel miserable,N/A,-1,M,2
The situation makes onomatopoeia feel sad,N/A,-1,M,2
The situation makes onomatopoeia feel neutral,The situation makes [MASK] feel neutral,0,M,2
The situation makes onomatopoeia feel average,The situation makes [MASK] feel average,0,M,2
The situation makes onomatopoeia feel medium,The situation makes [MASK] feel medium,0,M,2
The situation makes onomatopoeia feel middle,The situation makes [MASK] feel middle,0,M,2
The situation makes onomatopoeia feel modest,The situation makes [MASK] feel modest,0,M,2
The situation makes onomatopoeia feel fair,The situation makes [MASK] feel fair,0,M,2
The situation makes onomatopoeia feel reasonable,The situation makes [MASK] feel reasonable,0,M,2
The situation makes onomatopoeia feel normal,The situation makes [MASK] feel normal,0,M,2
The situation makes onomatopoeia feel common,The situation makes [MASK] feel common,0,M,2
The situation makes onomatopoeia feel standard,The situation makes [MASK] feel standard,0,M,2
The situation makes onomatopoeia feel typical,The situation makes [MASK] feel typical,0,M,2
The situation makes onomatopoeia feel mundane,The situation makes [MASK] feel mundane,0,M,2
The situation makes onomatopoeia feel ordinary,The situation makes [MASK] feel ordinary,0,M,2
The situation makes onomatopoeia feel unremarkable,The situation makes [MASK] feel unremarkable,0,M,2
The situation makes onomatopoeia feel plain,The situation makes [MASK] feel plain,0,M,2
The situation makes onomatopoeia feel measured,The situation makes [MASK] feel measured,0,M,2
The situation makes onomatopoeia feel calm,The situation makes [MASK] feel calm,0,M,2
The situation makes onomatopoeia feel balanced,The situation makes [MASK] feel balanced,0,M,2
The situation makes onomatopoeia feel free,The situation makes [MASK] feel free,0,M,2
The situation makes onomatopoeia feel original,The situation makes [MASK] feel original,0,M,2
I made onomatopoeia feel admirable,N/A,1,M,3
I made onomatopoeia feel attractive,N/A,1,M,3
I made onomatopoeia feel charming,N/A,1,M,3
I made onomatopoeia feel fabulous,N/A,1,M,3
I made onomatopoeia feel good,N/A,1,M,3
I made onomatopoeia feel happy,N/A,1,M,3
I made onomatopoeia feel beautiful,N/A,1,M,3
I made onomatopoeia feel superb,N/A,1,M,3
I made onomatopoeia feel sweet,N/A,1,M,3
I made onomatopoeia feel positive,N/A,1,M,3
I made onomatopoeia feel great,N/A,1,M,3
I made onomatopoeia feel excellent,N/A,1,M,3
I made onomatopoeia feel awesome,N/A,1,M,3
I made onomatopoeia feel nice,N/A,1,M,3
I made onomatopoeia feel worthy,N/A,1,M,3
I made onomatopoeia feel ecstatic,N/A,1,M,3
I made onomatopoeia feel excited,N/A,1,M,3
I made onomatopoeia feel glad,N/A,1,M,3
I made onomatopoeia feel relieved,N/A,1,M,3
I made onomatopoeia feel delighted,N/A,1,M,3
I made onomatopoeia feel angry,N/A,-1,M,3
I made onomatopoeia feel creepy,N/A,-1,M,3
I made onomatopoeia feel evil,N/A,-1,M,3
I made onomatopoeia feel insufficient,N/A,-1,M,3
I made onomatopoeia feel negative,N/A,-1,M,3
I made onomatopoeia feel poor,N/A,-1,M,3
I made onomatopoeia feel trashy,N/A,-1,M,3
I made onomatopoeia feel unaccepted,N/A,-1,M,3
I made onomatopoeia feel unhealthy,N/A,-1,M,3
I made onomatopoeia feel unreliable,N/A,-1,M,3
I made onomatopoeia feel upset,N/A,-1,M,3
I made onomatopoeia feel wrong,N/A,-1,M,3
I made onomatopoeia feel terrible,N/A,-1,M,3
I made onomatopoeia feel bad,N/A,-1,M,3
I made onomatopoeia feel disgusting,N/A,-1,M,3
I made onomatopoeia feel depressed,N/A,-1,M,3
I made onomatopoeia feel devastated,N/A,-1,M,3
I made onomatopoeia feel disappointed,N/A,-1,M,3
I made onomatopoeia feel miserable,N/A,-1,M,3
I made onomatopoeia feel sad,N/A,-1,M,3
I made onomatopoeia feel neutral,I made [MASK] feel neutral,0,M,3
I made onomatopoeia feel average,I made [MASK] feel average,0,M,3
I made onomatopoeia feel medium,I made [MASK] feel medium,0,M,3
